,0
7546,Chicago mayor skips over pension funding fix in final budget speech
7547,Winnipeg Jets - PlayerWatch
7548,St. Louis Blues - PlayerWatch
7549,Minnesota Wild - PlayerWatch
7550,Calgary Flames - PlayerWatch
7551,Preview: Blues at Jets
7552,Preview: Wild at Blackhawks
7553,Preview: Flames at Canucks
7554,Highlights of Saturday's NHL games
7555,"Rinne, Predators shut out Flames 2-0"
7556,Stralman's two goals help Lightning top Avalanche
7557,O'Rourke comes out swinging at 'Lyin Ted' Cruz in Texas debate
7558,Alaska lieutenant governor resigns over 'inappropriate comments'
7559,"Trump on Twitter (October 16): Saudi Arabia, Michigan, Elizabeth Warren"
7560,Ovechkin rallies Capitals past Ducks in OT
7561,NHL-Senators beat Canadiens in frigid first outdoor game of season
7562,"Anderson, Senators keep Canadiens out in cold"
7563,Gostisbehere's two goals carry Flyers past Stars
7564,Hutton-led Blues shut out Jets
7565,Eberle's OT goal lifts Islanders over Kings
7566,Darling carries Hurricanes past Blue Jackets
7567,Zuccarello lifts Rangers past Bruins in OT
7568,"Goalie Talbot returns, Oilers cool off WIld"
7569,Dallas Stars - PlayerWatch
7570,U.S. administration unified in calling for Khashoggi probe: official
7571,Senate will not vote on new North America trade pact in 2018: McConnell
7572,Leading U.S. senator accuses Saudi prince of ordering Khashoggi killing
7573,Carolina Hurricanes - PlayerWatch
7574,Tampa Bay Lightning - PlayerWatch
7575,Preview: Ducks at Capitals
7576,Preview: Canadiens at Senators
7577,Preview: Kings at Islanders
7578,Preview: Rangers at Bruins
7579,Preview: Lightning at Avalanche
7580,Preview: Predators at Flames
7581,Preview: Jets at Blues
7582,Preview: Blue Jackets at Hurricanes
7583,Retiring Speaker Ryan in campaign push for imperiled Republicans
7584,Pennsylvania Republican candidate threatens to stomp on opponents face
7585,Trump says he is 'comfortable' as president despite political battles
7586,Preview: Jets at Blues
7587,Preview: Blue Jackets at Hurricanes
7588,Preview: Stars at Flyers
7589,Preview: Oilers at Wild
7590,Highlights of Friday's NHL games
7591,Gagner OT goal lifts Canucks past Sharks
7592,Red Wings beat Maple Leafs to end losing streak
7593,Boyle's 100th career goal helps Devils defeat Stars
7594,Hurricanes outlast Sabres in overtime
7595,Nash lifts Rangers over Kings
7596,Trump administration kills contract for plutonium-to-fuel plant
7597,Google tells U.S. lawmakers it is mulling options on China services
7598,Texas Democrat O'Rourke raises record $38 million in U.S. Senate race
7599,Buffalo Sabres - PlayerWatch
7600,San Jose Sharks - PlayerWatch
7601,Minnesota Wild - PlayerWatch
7602,Edmonton Oilers - PlayerWatch
7603,New Jersey Devils - PlayerWatch
7604,Toronto Maple Leafs - PlayerWatch
7605,Preview: Kings at Rangers
7606,Preview: Sharks at Canucks
7607,Preview: Hurricanes at Sabres
7608,Preview: Stars at Devils
7609,Congressman Collins gets February 2020 trial date
7610,"Kanye West defends support for Trump, in front of Trump"
7611,"Kanye West's meeting with Trump provokes scorn, sadness, support"
7612,Highlights of Thursday's NHL games
7613,Lightning down Coyotes for sixth straight win
7614,"MacKinnon, Avalanche beat Panthers 2-1"
7615,Donskoi's late goal lifts Sharks over Flames
7616,Predators blank Oilers behind Saros
7617,Blackhawks jump all over Jets
7618,"Stalock, Wild shut out Maple Leafs"
7619,"Roy scores twice, Ducks beat Blues"
7620,"Blue Jackets recover after blowing lead, KO Isles"
7621,"Capitals stay hot, continue mastery of Bruins"
7622,California man who sold stolen identities sentenced to prison in Russia probe
7623,Trump appointees hold keys in Supreme Court immigration case
7624,"Former adviser Powell just one of many being eyed for U.N., Trump says"
7625,"Price, Canadiens clip Devils in OT"
7626,Flyers edge Sabres for fifth straight victory
7627,Preview: Capitals at Bruins
7628,Preview: Maple Leafs at Wild
7629,Preview: Sharks at Flames
7630,Preview: Lightning at Coyotes
7631,Preview: Blackhawks at Jets
7632,Preview: Ducks at Blues
7633,Preview: Devils at Canadiens
7634,Preview: Islanders at Blue Jackets
7635,"Trump raises ethanol use in gasoline, appeases farmers ahead of elections"
7636,Taylor Swift drives voter sign-ups after turning political
7637,U.S. Republican senator seeks briefings on reported China hacking attack
7638,Preview: Predators at Oilers
7639,Preview: Panthers at Avalanche
7640,Preview: Sabres at Flyers
7641,Highlights of Wednesday's NHL games
7642,National Hockey League roundup
7643,Highlights of Tuesday's NHL games
7644,National Hockey League roundup
7645,Highlights of Monday's NHL games
7646,National Hockey League roundup
7647,Highlights of Sunday's NHL games
7648,Two dozen races will determine control of House: Republican memo
7649,"Trump's U.N. envoy Haley resigns, rules out 2020 run for office"
7650,No rest for Nikki Haley? Political future fuels speculation
7651,National Hockey League roundup
7652,Highlights of Saturday's NHL games
7653,Highlights of Friday's NHL games
7654,Highlights of Thursday's NHL games
7655,National Hockey League roundup
7656,Highlights of Wednesday's NHL games
7657,Highlights of Tuesday's NHL games
7658,Rangers extend reign as NHL's most valuable team-Forbes
7659,Highlights of Monday's NHL games
7660,Highlights of Sunday's NHL games
7661,Israeli PM Netanyahu thanks Haley for fighting U.N. 'hypocrisy'
7662,"In Texas Senate race, O'Rourke and Cruz stand squarely apart"
7663,"U.N. chief expresses appreciation for Haley's cooperation, support"
7664,National Hockey League roundup
7665,Highlights of Saturday's NHL games
7666,National Hockey League roundup
7667,Highlights of Thursday's NHL games
7668,National Hockey League roundup
7669,Highlights of Wednesday's NHL games
7670,Highlights of Tuesday's NHL games
7671,National Hockey League roundup
7672,Highlights of Monday's NHL games
7673,Highlights of Sunday's NHL games
7674,"Trump on Twitter (Oct 8): Columbus Day, Florida"
7675,Trump seeks dismissal of Stormy Daniels hush money lawsuit
7676,"Local gun groups flex muscle in state politics, sidestepping the NRA"
7677,Highlights of Friday's NHL games
7678,National Hockey League roundup
7679,Highlights of Monday's NHL games
7680,Highlights of Sunday's NHL games
7681,National Hockey League roundup
7682,Highlights of Saturday's NHL games
7683,"NHL: Bruins, Blackhawks to meet in 2019 Winter Classic at Notre Dame"
7684,National Hockey League roundup
7685,Highlights of Thursday's NHL games
7686,Highlights of Wednesday's NHL games
7687,Women's groups aim to use Kavanaugh rage to boost voter turnout
7688,Trump to announce pro-ethanol measure on Tuesday ahead of Iowa trip: sources
7689,Trump says has no plans to fire Justice Department's Rosenstein
7690,National Hockey League roundup
7691,Highlights of Tuesday's NHL games
7692,National Hockey League roundup
7693,Highlights of Monday's NHL games
7694,Highlights of Sunday's NHL games
7695,Highlights of Saturday's NHL games
7696,Shipachyov signs for Russia's SKA after NHL exit
7697,Ice hockey-Shipachyov signs for Russia's SKA after NHL exit
7698,Highlights of Friday's NHL games
7699,NHL-National Hockey League roundup
7700,Banks back Democrats in bid to rebuild bipartisan support
7701,Backing from senators puts Kavanaugh on track for U.S. Supreme Court
7702,Exclusive: U.S. Commerce's Ross eyes anti-China 'poison pill' for new trade deals
7703,National Hockey League roundup
7704,Highlights of Wednesday's NHL games
7705,Highlights of Tuesday's NHL games
7706,Highlights of Monday's NHL games
7707,National Hockey League roundup
7708,Highlights of Sunday's NHL games
7709,NHL: Highlights of Friday's NHL games
7710,Highlights of Thursday's NHL games
7711,Highlights of Wednesday's NHL games
7712,National Hockey League roundup
7713,Exclusive: U.S. Commerce head Ross sees wage increases for steel workers
7714,Supreme Court sidesteps dispute over Ross questioning in census suit
7715,Senate votes to advance Supreme Court nominee Kavanaugh
7716,Highlights of Tuesday's NHL games
7717,Highlights of Monday's NHL games
7718,Highlights of Sunday's NHL games
7719,NHL: Highlights of Saturday's NHL games
7720,National Hockey League roundup
7721,Highlights of Thursday's NHL games
7722,National Hockey League roundup
7723,Highlights of Wednesday's NHL games
7724,National Hockey League roundup
7725,Highlights from Monday's NHL games
7726,Pence accuses China of 'malign' campaign to undermine Trump
7727,Factbox: Witnesses in the Kavanaugh FBI probe
7728,"Trump on Twitter (Oct 4): Kavanaugh, FBI, Counterterrorism"
7729,Highlights from Sunday's NHL game
7730,Highlights from Friday's NHL games
7731,Highlights from Thursday's NHL games
7732,National Hockey League roundup
7733,Highlights from Wednesday's NHL games
7734,Highlights from Tuesday's NHL games
7735,Highlights from Monday's NHL game
7736,National Hockey League roundup
7737,Highlights from Sunday's NHL games
7738,Highlights from Saturday's NHL games
7739,Trump to sign aviation bill on Friday: officials
7740,Democratic Senator Heitkamp a 'no' on Kavanaugh nomination
7741,Bolton 2.0: Trump's tough guy on Iran picks his battles
7742,Highlights from Friday's NHL games
7743,National Hockey League roundup
7744,Highlights of Thursday's NHL games
7745,Highlights of Wednesday's NHL games
7746,Highlights of Monday's NHL games
7747,"Lundqvist, Rangers blank Canadiens for first win"
7748,Highlights of Saturday's NHL games
7749,Lightning's Brown raises fist during national anthem
7750,Capitals' Walker becomes first Australian to play in NHL
7751,Highlights of Thursday's NHL games
7752,White House receives FBI report on Kavanaugh: spokesman
7753,"Trump on Twitter (Oct 3): New York Times, USMCA, Florence"
7754,"U.S. withdraws from international accords, says U.N. world court 'politicized'"
7755,National Hockey League roundup
7756,Highlights of Wednesday's NHL games
7757,National Hockey League roundup
7758,"NHL: Penguins seek three-peat, Vegas ready for debut"
7759,Factbox: Key dates for the 2017-18 NHL season
7760,National Hockey League roundup
7761,National Hockey League roundup
7762,National Hockey League roundup
7763,Ice hockey makes push to help China get its skates on
7764,NHL-Ice hockey makes push to help China get its skates on
7765,No. 2 Senate Republican: FBI report could come Wednesday
7766,"U.S. Senate approves legislation to oversee U.S. air traffic, drones"
7767,Trump plans travel push to stave off 'blue wave' in House races
7768,NHL: Kings top Canucks in first NHL game in China
7769,NHL: National Hockey League roundup
7770,McDavid signs eight-year extension with Oilers
7771,Former Oilers Semenko dies following bout with cancer
7772,Devils select Hischier with first overall draft pick
7773,Number one overall selections from National Hockey League drafts
7774,Edmonton's McDavid named MVP as Vegas Knights take shape
7775,Penguins' Fleury left available for Vegas expansion draft
7776,"Penguins' victory parade attracts 650,000 fans"
7777,Penguins early favorites to repeat again as Stanley Cup winners
7778,"Trump on Twitter (Oct 2): USMCA, Ronald Shurer II"
7779,Bloomberg donating $20 million to Democratic Senate candidates
7780,How Trump's son-in-law helped salvage the North American trade zone
7781,Penguins' Crosby wins Conn Smythe Trophy as playoff MVP
7782,Predators' improbable playoff run ends in heartbreak
7783,Crosby cements legacy with consecutive Stanley Cup wins
7784,List of Conn Smythe Trophy winners
7785,List of Stanley Cup champions
7786,Home is a happy place in Stanley Cup Final series
7787,Sidney Crosby has Penguins closing in on repeat Stanley Cup
7788,Penguins thrash Predators in Game Five
7789,Predators freeze out Penguins to level Stanley Cup
7790,Nashville's Gaudreau needs no space to find room on biggest stage
7791,Lack of prep plagued Trump's child separation border policy: watchdog
7792,First lady Melania Trump coos over kids in Ghana on solo Africa trip
7793,Top Judiciary Democrat: Friday vote on Kavanaugh 'too soon'
7794,NHL: Nashville coach asks fans to stop tossing catfish on ice
7795,"Defense key to any Predators' success, says coach"
7796,Predators rout Penguins 5-1 in Game Three of Stanley Cup Final
7797,"Crosby, Malkin held blank as Penguins lose Game Three in Nashville"
7798,Penguins stress need for fast start to pivotal Game Three of Stanley Cup Finals
7799,Predators frustrated but confidence not shaken
7800,Penguins' soft-spoken Malkin lets play speak for itself
7801,Guentzel shines again as Pens surge to Game Two win
7802,Shot-shy Penguins survive rally to claim Stanley Cup opener
7803,Nashville used to opening the show on the road
7804,Emboldened protesters step up effort to block Kavanaugh confirmation
7805,"Germany welcomes U.S., Canada and Mexico trade pact"
7806,House Republicans weigh subpoena in spat with ex-FBI chief Comey
7807,Shot-shy Penguins survive rally to claim Stanley Cup opener
7808,Schedule of Stanley Cup Finals series
7809,Nashville used to opening the show on the road
7810,List of National Hockey League champions
7811,Pittsburgh and Nashville clash in Stanley Cup of contrasts
7812,Kunitz at the double to send Pens to Stanley Cup Finals
7813,Hoffman goal helps Sens force Game 7 against Penguins
7814,Predators shoot down Ducks to reach Stanley Cup Finals
7815,Penguins pulverize Senators to take 3-2 series lead
7816,"Predators pounce on Ducks, take 3-2 series lead"
7817,"Canada, buoyed by trade deal, to push U.S. on metal tariffs"
7818,"Cash, cuts and confusion; Trade deal spurs Canadian dairy fears"
7819,Traders boost Canada interest rate bets as trade deal clips threat to economy
7820,Ryan nets overtime winner as Sens stun Pens in opener
7821,NHL: Sabres name Botterill as general manager
7822,"Crosby practices with Penguins, return uncertain"
7823,Crosby skates with Penguins team mates days after concussion
7824,Penguins' Crosby to miss Game Four with concussion
7825,Penguins captain Crosby doubtful for playoff after hit in head
7826,"NHL: McDavid, Crosby and Bobrovsky finalists for Hart Trophy"
7827,Highlights of Saturday's NHL games
7828,Crosby and Ovechkin set to again take Stanley Cup spotlight
7829,Highlights of Sunday's NHL games
